CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
iab_member;아메리카 개발은행 가맹국;Member of the Inter-American Development Bank;;;;;;;;x;;;;;;;;;;;;;
iab_chairmanship;아메리카 개발은행 의장국;Holder of the Inter-American Development Bank Chairmanship;;;;;;;;x;;;;;;;;;;;;;
formtheiab_title;아메리카 개발은행 설립;Establish the Inter-American Development Bank;;;;;;;;x;;;;;;;;;;;;;
formtheiab_desc;아메리카 개발은행은 라틴아메리카와 카리브해의 삶을 개선하고 빈곤과 불평등을 줄이기 위해 여러 나라에 재정 및 기술을 지원하며, 건강 및 교육의 향상, 기반시설 고도화를 돕습니다. 아메리카 개발은행의 목표는 지속가능하고 환경친화적인 방법으로 경제발전을 달성하는 것입니다. 1959년으로 거슬러 올라가는 역사를 가진 이들은 오늘날 라틴아메리카와 카리브해의 경제발전자금 조달의 원천입니다. 이들은 대출, 보조금, 기술 지원을 제공하고, 광범위한 연구를 수행하며, 측정 가능한 결과를 달성하기 위한 강력한 노력과 더 높은 무결성, 투명성 및 책임성 기준을 유지하고 있습니다.;The Inter-American Development Bank works to improve lives in Latin America and the Caribbean. Through financial and technical support for countries working to reduce poverty and inequality, we help improve health and education, and advance infrastructure. Our aim is to achieve development in a sustainable, climate-friendly way. With a history dating back to 1959, today we are the leading source of development financing for Latin America and the Caribbean. We provide loans, grants, and technical assistance; and we conduct extensive research. We maintain a strong commitment to achieving measurable results and the highest standards of increased integrity, transparency, and accountability.;;;;;;;;x;;;;;;;;;;;;;
jointheiab_title;아메리카 개발은행 가맹;Join the Inter-American Development Bank;;;;;;;;x;;;;;;;;;;;;;
jointheiab_desc;아메리카 개발은행은 라틴아메리카와 카리브해의 삶을 개선하고 빈곤과 불평등을 줄이기 위해 여러 나라에 재정 및 기술을 지원하며, 건강 및 교육의 향상, 기반시설 고도화를 돕습니다. 아메리카 개발은행의 목표는 지속가능하고 환경친화적인 방법으로 경제발전을 달성하는 것입니다. 1959년으로 거슬러 올라가는 역사를 가진 이들은 오늘날 라틴아메리카와 카리브해의 경제발전자금 조달의 원천입니다. 이들은 대출, 보조금, 기술 지원을 제공하고, 광범위한 연구를 수행하며, 측정 가능한 결과를 달성하기 위한 강력한 노력과 더 높은 무결성, 투명성 및 책임성 기준을 유지하고 있습니다.;The Inter-American Development Bank works to improve lives in Latin America and the Caribbean. Through financial and technical support for countries working to reduce poverty and inequality, we help improve health and education, and advance infrastructure. Our aim is to achieve development in a sustainable, climate-friendly way. With a history dating back to 1959, today we are the leading source of development financing for Latin America and the Caribbean. We provide loans, grants, and technical assistance; and we conduct extensive research. We maintain a strong commitment to achieving measurable results and the highest standards of increased integrity, transparency, and accountability.;;;;;;;;x;;;;;;;;;;;;;
leavetheiab_title;아메리카 개발은행 탈퇴;Leave the Inter-American Development Bank;;;;;;;;x;;;;;;;;;;;;;
leavetheiab_desc;아메리카 개발은행은 라틴아메리카와 카리브해의 삶을 개선하고 빈곤과 불평등을 줄이기 위해 여러 나라에 재정 및 기술을 지원하며, 건강 및 교육의 향상, 기반시설 고도화를 돕습니다. 아메리카 개발은행의 목표는 지속가능하고 환경친화적인 방법으로 경제발전을 달성하는 것입니다. 1959년으로 거슬러 올라가는 역사를 가진 이들은 오늘날 라틴아메리카와 카리브해의 경제발전자금 조달의 원천입니다. 이들은 대출, 보조금, 기술 지원을 제공하고, 광범위한 연구를 수행하며, 측정 가능한 결과를 달성하기 위한 강력한 노력과 더 높은 무결성, 투명성 및 책임성 기준을 유지하고 있습니다.;The Inter-American Development Bank works to improve lives in Latin America and the Caribbean. Through financial and technical support for countries working to reduce poverty and inequality, we help improve health and education, and advance infrastructure. Our aim is to achieve development in a sustainable, climate-friendly way. With a history dating back to 1959, today we are the leading source of development financing for Latin America and the Caribbean. We provide loans, grants, and technical assistance; and we conduct extensive research. We maintain a strong commitment to achieving measurable results and the highest standards of increased integrity, transparency, and accountability.;;;;;;;;x;;;;;;;;;;;;;
iabhigh;아메리카 개발은행 원조 많음;High Inter-American Development Bank Aid;;;;;;;;x;;;;;;;;;;;;;
iabmedium;아메리카 개발은행 원조 중간;Medium Inter-American Development Bank Aid;;;;;;;;x;;;;;;;;;;;;;
iablow;아메리카 개발은행 원조 적음;Low Inter-American Development Bank Aid;;;;;;;;x;;;;;;;;;;;;;
changeiab_title;아메리카 개발은행 원조 수준 조정;Change Inter-American Development Bank Aid Levels;;;;;;;;;;;;x
changeiab_desc;아메리카 개발은행의 의장국이므로 원조 수준을 우리나라의 경제적 필요에 맞게 바꿀 수 있습니다.;Since we are the chairman of the Inter-American Development Bank, perhaps we should use that power to change the Inter-American Development Bank aid level to better suit our country's economic needs?;;;;;;;;;;;;x
iablow_title;아시아 인프라 투자은행 원조 수준 낮음;Low Inter-American Development Bank Aid Levels;;;;;;;;;;;;x
iabmedium_title;아시아 인프라 투자은행 원조 수준 중간;Medium Inter-American Development Bank Bank Aid Levels;;;;;;;;;;;;x
iabhigh_title;아시아 인프라 투자은행 원조 수준 높음;High Inter-American Development Bank Aid Levels;;;;;;;;;;;;x
iablow_desc;낮은 수준의 원조는 가맹국들의 경제에 도움을 거의 주지 못할 것입니다.;Low Inter-American Development Bank Aid Levels to the iab members will not help their economy much.;;;;;;;;;;;;x
iabmedium_desc;낮은 수준의 원조는 가맹국들의 경제에 도움을 조금 줄 것입니다.;Medium Inter-American Development Bank Aid Levels to the iab members will help their economy a little.;;;;;;;;;;;;x
iabhigh_desc;높은 수준의 원조는 가맹국들의 경제에 도움을 많이 줄 것입니다.;High Inter-American Development Bank Aid Levels to the iab members will help their economy a lot.;;;;;;;;;;;;x
iabhigh_gp;아메리카 개발은행 원조 수준 높음(채권국);High Inter-American Development Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
iabmedium_gp;아메리카 개발은행 원조 수준 중간(채권국);Medium Inter-American Development Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
iablow_gp;아메리카 개발은행 원조 수준 낮음(채권국);Low Inter-American Development Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
